id, start, end, time
0,1393836655,1393836671,16
1,1393836673,1393836676,3
2,1393836676,1393836676,0
4,1393836692,1393836721,29
3,1393836688,1393836721,33
6,1393836695,1393836721,26
5,1393836694,1393836721,27
9,1393836740,1393836750,10
8,1393836740,1393836757,17
7,1393836739,1393836759,20
10,1393836741,1393836762,21
11,1393836763,1393836765,2
12,1393836780,1393836780,0
14,1393836788,1393836814,26
17,1393836814,1393836819,5
15,1393836792,1393836821,29
